==================================================================
Job Run - Mon 2 Dec 2019 13:13:23 GMT
ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
F81622,"DR MARASCO'S SURGERY","",YGA-0021074,252704755013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99G,"NHS SOUTHEND CCG"
F81648,"OAKDIN SURGERY","",YGA-0021074,838901822018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81691,"EAST TILBURY & CORRINGHAM MEDICAL CENTRE","",YGA-0021074,384685085019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,07G,"NHS THURROCK CCG"
F81738,"BRIMPTON HOUSE","",YGA-0021074,200000014736,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20190510,06Q,"NHS MID ESSEX CCG"
F81756,"PMS THE GORE SURGERY","",YGA-0021074,136809534011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F84043,"THE SORSBY HEALTH CENTRE","",F84043-812938,204729070019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130318,07T,"NHS CITY AND HACKNEY CCG"
F84624,"ABNEY HOUSE MEDICAL CENTRE","",F84624-828040,200000017935,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,07T,"NHS CITY AND HACKNEY CCG"
F85077,"GRENOBLE GARDENS SURGERY","",F85077-813215,9.42E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","Emis Web",3012(CAB+ETPv1),20130422,07X,"NHS ENFIELD CCG"
F86704,"PAULZ SURGERY","",YGA-0021074,274585141048,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20121129,08N,"NHS REDBRIDGE CCG"
G81063,"LEWES ROAD SURGERY",20180430,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20150421,09D,"NHS BRIGHTON AND HOVE CCG"
G82011,"SUNLIGHT CENTRE SURGERY","",G82011-822556,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170512,09W,"NHS MEDWAY CCG"
G82065,"DR SINHA GC","",G82065-813204,901681230016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130422,99J,"NHS WEST KENT CCG"
G82662,"PENCESTER HEALTH","",G82662-808288,5.17E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120606,10A,"NHS SOUTH KENT COAST CCG"
G82686,"MINSTER MEDICAL CENTRE","",G82686-813561,623410499049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130513,10D,"NHS SWALE CCG"
G82727,"MALLING HEALTH BLUE SUITE","",G82727-822566,200000008629,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170518,09W,"NHS MEDWAY CCG"
G82777,COBTREE,"",G82777-823467,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20180222,99J,"NHS WEST KENT CCG"
G85048,"THE BROCKLEY ROAD SURGERY","",G85048-828223,200000018118,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191122,08L,"NHS LEWISHAM CCG"
G85112,"THE HAMBLEDEN CLINIC","",G85112-809178,967463023010,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120906,08Q,"NHS SOUTHWARK CCG"
G85717,"DR BK BATRA'S PRACTICE","",G85717-809422,367705004045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120918,08L,"NHS LEWISHAM CCG"
H81101,"WHYTELEAFE SURGERY","",H81101-825273,200000015016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190703,09L,"NHS EAST SURREY CCG"
H81118,"AURIOL MEDICAL PRACTICE",20180930,H81118-816879,3.98E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140506,99H,"NHS SURREY DOWNS CCG"
H81611,"RIVERBANK SURGERY","",YGA-0021074,833924678018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99H,"NHS SURREY DOWNS CCG"
H81667,"SOUTH PARK SURGERY",20181220,H81667-821979,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20160915,09L,"NHS EAST SURREY CCG"
H82641,"THE LAWNS SURGERY","",H82641-829558,200000019470,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191209,09G,"NHS COASTAL WEST SUSSEX CCG"
H83620,"COULSDON MEDICAL PRACTICE","",H83620-828412,200000018303,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191125,07V,"NHS CROYDON CCG"
J81031,"EAGLE HOUSE SURGERY","",YGA-0021074,200000009379,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20171204,11J,"NHS DORSET CCG"
J82097,"TOTTON HEALTH CENTRE","",J82097-817941,277899403046,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141003,11A,"NHS WEST HAMPSHIRE CCG"
J82141,"BATH LODGE PRACTICE","",J82141-813952,012173660015,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130610,10X,"NHS SOUTHAMPTON CCG"
J82165,"THE DEVONSHIRE PRACTICE","",YGA-0021074,200000010373,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180418,10R,"NHS PORTSMOUTH CCG"
J82195,"SOUTHWOOD PRACTICE","",J82195-816378,4.69E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140307,99M,"NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG"
J82612,"STDENY'S SURGERY","",YGA-0021074,4.06E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140122,10X,"NHS SOUTHAMPTON CCG"
J83632,"CROSS PLAIN HEALTH CENTRE","",YGA-0021074,306127887041,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131114,99N,"NHS WILTSHIRE CCG"
J83636,"BEVERSBROOK MEDICAL CENTRE","",YGA-0021074,7.41E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131211,99N,"NHS WILTSHIRE CCG"
J84014,"THE DOWER HOUSE","",YGA-0021074,200000002330,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160623,10L,"NHS ISLE OF WIGHT CCG"
K81023,"HEATH HILL SURGERY","",K81023-811065,1.77E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121126,15D,"NHS EAST BERKSHIRE CCG"
K81067,"CIRCUIT LANE SURGERY","",K81067-813992,661749198049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130617,15A,"NHS BERKSHIRE WEST CCG"
K81640,"ELDON ROAD SURGERY","",K81640-823726,200000010512,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180524,15A,"NHS BERKSHIRE WEST CCG"
K81647,"PEPPARD ROAD SURGERY","",YGA-0021074,939271384017,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,15A,"NHS BERKSHIRE WEST CCG"
K82062,"DRAYTON ROAD SURGERY","",K82062-811004,200000020499,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191213,04F,"NHS MILTON KEYNES CCG"
K84617,"SOUTH OXFORD HEALTH CENTRE","",K84617-814639,006094075048,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130909,10Q,"NHS OXFORDSHIRE CCG"
K84621,"NORTH BICESTER SURGERY",20180930,K84621-822682,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20170726,10Q,"NHS OXFORDSHIRE CCG"
L81119,"CLARENCE PARK SURGERY","",L81119-817973,168653509047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141010,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L83061,"MANNAMEAD SURGERY","",L83061-826603,200000016453,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191016,15N,"NHS DEVON CCG"
L83078,"ST LUKES MEDICAL CENTRE","",L83078-807699,278931015012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120413,15N,"NHS DEVON CCG"
L83080,"ARMADA SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20151104,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83107,"CROWNHILL SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160116,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83130,"PARKHILL MEDICAL PRACTICE","",L83130-821408,200000002093,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160422,15N,"NHS DEVON CCG"
L83626,"SALTASH ROAD SURGERY",20180430,YGA-0021074,6.21E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140312,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83664,"STBARNABAS SURGERY",20180930,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160511,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L84017,"ST PETER'S ROAD SURGERY","",YGA-0021074,892902437011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130125,11M,"NHS GLOUCESTERSHIRE CCG"
L84020,"ROMNEY HOUSE SURGERY","",L84020-823699,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180510,11M,"NHS GLOUCESTERSHIRE CCG"
L85041,"IRNHAM LODGE SURGERY","",L85041-812048,9.19E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130114,11X,"NHS SOMERSET CCG"
M82027,"SUTTON HILL MEDICAL PRACTICE","",M82027-808938,3.08E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120730,05X,"NHS TELFORD AND WREKIN CCG"
M83128,"MERTON SURGERY","",M83128-817299,737644393016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140715,05W,"NHS STOKE ON TRENT CCG"
M83665,"R J MITCHELL MEDICAL CENTRE",0,M83665-817304,2.73E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140714,05G,"NHS NORTH STAFFORDSHIRE CCG"
M83712,"PRACTICE OF DR AK SINHA",0,M83712-816610,57196359012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140324,05W,"NHS STOKE ON TRENT CCG"
M83714,"PRACTICE OF DR SB KULKARNI","",YGA-0021074,757208671011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,05W,"NHS STOKE ON TRENT CCG"
M84617,"ARDEN MEDICAL CENTRE","",M84617-814220,641966886047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130715,05R,"NHS SOUTH WARWICKSHIRE CCG"
M85038,"DR AS COUTTS & PARTNERS","",YGA-0021074,200000009228,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20171024,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M85127,"COLLEGE ROAD SURGERY","",M85127-827467,200000017354,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191111,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M86013,"HOLYHEAD SURGERY",0,M86013-806350,5.31116E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20110728,05A,"NHS COVENTRY AND RUGBY CCG"
M86026,"WILLENHALL PRIMARY CARE CENTRE - 2",20190131,M86026-824501,2E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20181211,05A,"NHS COVENTRY AND RUGBY CCG"
M86026,"WILLENHALL PRIMARY CARE CENTRE - 2",20190131,M86026-824501,2E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20181211,05A,"NHS COVENTRY AND RUGBY CCG"
M86613,"GOSFORD GREEN SURGERY","",M86613-808057,045742314045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120514,05A,"NHS COVENTRY AND RUGBY CCG"
M89004,"HASLUCKS GREEN MEDICAL CENTRE","",M89004-820072,200000000085,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20150306,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M89028,"MONKSPATH SURGERY","",M89028-823964,200000011109,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180927,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M89601,"THE JACEY PRACTICE","",M89601-814159,403474200017,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130703,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
M91643,"KINGFISHER PRACTICE",20190430,M91643-810706,608268744018,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121029,05Y,"NHS WALSALL CCG"
M91643,"KINGFISHER PRACTICE",20190430,M91643-810706,608268744018,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121029,05Y,"NHS WALSALL CCG"
M92024,"PARKFIELD MEDICAL CENTRE","",M92024-827666,200000017552,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191111,06A,"NHS WOLVERHAMPTON CCG"
N81021,"MCILVRIDE MEDICAL PRACTICE","",N81021-808769,633028131017,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120709,01C,"NHS EASTERN CHESHIRE CCG"
N81073,"PRIORSLEGH MEDICAL CENTRE","",N81073-807134,063194141048,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120109,01C,"NHS EASTERN CHESHIRE CCG"
N81094,"THE GREAT SUTTON MEDCTR (RED)","",N81094-807199,199775218019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120117,02F,"NHS WEST CHESHIRE CCG"
N81095,"THE GREAT SUTTON MEDCTR (BLUE)","",N81095-807198,306136177012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120117,02F,"NHS WEST CHESHIRE CCG"
N81112,"THE SCHOOLHOUSE SURGERY","",N81112-814344,632581299047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130729,01C,"NHS EASTERN CHESHIRE CCG"
N82623,"HEALTHACTION ROBSON STREET","",N82623-813240,442579361019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130422,99A,"NHS LIVERPOOL CCG"
N85053,"FIELD RD HEALTH CTR","",N85053-808315,142591400049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120611,12F,"NHS WIRRAL CCG"
P81146,"MYRTLE HOUSE",0,P81146-808092,2.81267E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120522,01A,"NHS EAST LANCASHIRE CCG"
P81689,"EAVES LANE SURGERY","",P81689-829542,200000019454,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191209,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG"
P81713,"THE SURGERY DINMORE","",P81713-814790,352329705045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130927,00R,"NHS BLACKPOOL CCG"
P81756,"DANEHOUSE MEDICAL PRACTICE","",P81756-829746,200000019658,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,01A,"NHS EAST LANCASHIRE CCG"
P81778,"DR A K JHA (SH)","",P81778-807752,177563566013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120424,01A,"NHS EAST LANCASHIRE CCG"
P84055,"MERSEYBANK SURGERY","",P84055-810717,200000020332,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191213,14L,"NHS MANCHESTER CCG"
P85613,"MOHANTY PRACTICE","",P85613-811411,200000020822,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191217,00Y,"NHS OLDHAM CCG"
P88624,"BL MEDICAL PRACTICE","",P88624-821642,200000002340,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160623,01W,"NHS STOCKPORT CCG"
P91615,"GORSE HILL MEDICAL CENTRE","",P91615-818357,440605295011,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141208,02A,"NHS TRAFFORD CCG"
Y00025,"COTTINGLEY MEDICAL PRACTICE","",YGA-0021074,947664336015,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,15F,"NHS LEEDS CCG"
Y00105,"HOLLY PARK CLINIC","",Y00105-810811,8.96E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121105,07M,"NHS BARNET CCG"
Y00164,"NELSON MEDICAL PRACTICE","",YGA-0021074,200000000948,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20150727,06M,"NHS GREAT YARMOUTH AND WAVENEY CCG"
Y00268,"NAZEING VALLEY HEALTH CENTRE","",Y00268-811100,246937675014,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","Emis Web",3012(CAB+ETPv1),20121126,07H,"NHS WEST ESSEX CCG"
Y00280,"BELGRAVE SURGERY (SV BAPODRA)","",YGA-0021074,379880291016,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,04C,"NHS LEICESTER CITY CCG"
Y00683,"GRANGE MEDICARE - SWILLINGTON HP","",YGA-0021074,663318400012,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,15F,"NHS LEEDS CCG"
Y00781,"LOXFORD ACCESS SERVICE WIC","",YGJ-817348,200000018382,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","v430000 AS Only",20191125,08N,"NHS REDBRIDGE CCG"
Y01297,"BEACON HOUSE MINISTRIES","",YGA-0021074,740333977016,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + EPS2 (AS)",20140122,06T,"NHS NORTH EAST ESSEX CCG"
Y02129,"TRAFFORD HEALTH CENTRE","",Y02129-811451,789774100042,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121210,02A,"NHS TRAFFORD CCG"
Y02155,"TRENT VALLEY SPECIAL REG","",YGA-0021074,245043323014,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + EPS2 (AS)",20140122,04E,"NHS MANSFIELD AND ASHFIELD CCG"
Y02162,"WOODCHURCH MEDICAL CENTRE","",Y02162-813963,4.49E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130610,12F,"NHS WIRRAL CCG"
Y02471,"MCH PENTAGON","",Y02471-822817,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170914,09W,"NHS MEDWAY CCG"
Y02499,"ESTON GRANGE NHS HEALTH CARE CENTRE",20180502,YGA-0021074,3.54E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,00M,"NHS SOUTH TEES CCG"
Y02509,"LCD WAKEFIELD WIC","",YGA-0021074,388735744012,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130509,03R,"NHS WAKEFIELD CCG"
Y02568,"SOLIHULL HEALTHCARE & WALK-IN-CENTRE",20180930,YGA-0021074,2.87795E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
Y02583,"CHILD & FAMILY HEALTH CENTRE","",Y02583-805954,2.54E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20110411,07L,"NHS BARKING AND DAGENHAM CCG"
Y02610,"TRINITY PRACTICE","",Y02610-818659,7.20E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20150109,01V,"NHS SOUTHPORT AND FORMBY CCG"
Y02638,"WEST HERTS MEDICAL CENTRE","",YGA-0021074,636586379019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,06N,"NHS HERTS VALLEYS CCG"
Y02735,"ETTINGSHALL MEDICAL CENTRE","",Y02735-821679,200000002362,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160701,06A,"NHS WOLVERHAMPTON CCG"
Y02754,"BANBURY HEALTH CENTRE","",Y02754-815446,017310184043,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131118,10Q,"NHS OXFORDSHIRE CCG"
Y02776,"HAMPSHIRE HEALTHCARE CTR (BASINGSTOKE)","",YGA-0021074,2.98E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140122,10J,"NHS NORTH HAMPSHIRE CCG"
Y03097,"ROPEWALKS GENERAL PRACTICE","",Y03097-812883,9.01E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20130312,05T,"NHS LIVERPOOL CCG"
